Title,Company,Location,Stipend,Duration,Skills,Apply Link
Data Management,Star Sea Management Pvt Ltd,Navi Mumbai,"₹ 5,000 - 10,000 /month",3 Months,"Python, SQL, MS-Excel",https://internshala.com/internship/detail/data-management-internship-in-navi-mumbai-at-star-sea-management-pvt-ltd1768280110
Web Development,Amacle Studio,Jalandhar,"₹ 6,000 - 10,000 /month",6 Months,"HTML, Python, Machine Learning, Node.js, Internet of Things (IoT), React",https://internshala.com/internship/detail/web-development-internship-in-jalandhar-at-amacle-studio1768196999
Robotics Trainer,KlassWAY,Lucknow,"₹ 7,000 - 10,000 /month",6 Months,"Python, Robotics, Machine Learning, Teaching, Embedded Systems, Arduino, C Programming",https://internshala.com/internship/detail/robotics-trainer-internship-in-lucknow-at-klassway1768020039
Pine Script (in TradingView)/Python Developer,Algoji Enterprises Private Limited,"Faridabad, Delhi, Ghaziabad, Gurgaon, Meerut, Hapur, Greater Noida, Noida","₹ 5,000 - 8,000 /month",6 Months,"PHP, MySQL, JavaScript, Python, .NET, C#.NET, SQL",https://internshala.com/internship/detail/pine-script-in-tradingview-python-developer-internship-in-multiple-locations-at-algoji-enterprises-private-limited1767955948
Web Development,DIGITVILLA LLP,Ranchi (Hybrid),"₹ 2,000 - 5,000 /month",2 Months,"PHP, MySQL, HTML, CSS, JavaScript, jQuery, Python",https://internshala.com/internship/detail/web-development-internship-in-ranchi-at-digitvilla-llp1767767731
Business Development (Sales),Medical Slot,Kanpur Dehat,"₹ 17,000 - 22,100 /month",3 Months,"PHP, MySQL, HTML, CSS, JavaScript, Python, MongoDB",https://internshala.com/internship/detail/part-time-business-development-sales-internship-in-kanpur-dehat-at-medical-slot1767596326
Project Engineer,ErgLocale,Guwahati,"₹ 10,000 - 20,000 /month",6 Months,"Python, Electrical Machines, English Proficiency (Spoken), English Proficiency (Written), Engineering Drawing, Data Analysis",https://internshala.com/internship/detail/project-engineer-internship-in-guwahati-at-erglocale1766154445
"Software Development (Web, Data & AI Applications)",Influencer Saga,Work from home,"₹ 6,000 - 12,000 /month",3 Months,"PHP, JavaScript, Python, SQL, Data Analytics, Machine Learning, Microsoft Visual Studio",https://internshala.com/internship/detail/work-from-home-part-time-software-development-web-data-ai-applications-internship-at-influencer-saga1768375642
Full Stack Development,Vivek Sahu,Work from home,"₹ 1,001 - 1,501 /month",2 Months,"JavaScript, Python, Artificial intelligence",https://internshala.com/internship/detail/work-from-home-part-time-full-stack-development-internship-at-vivek-sahu1768374941
Data Science,Mindenious Edutech,Work from home,"₹ 3,000 - 17,000 /month",1 Month,"Python, SQL, Data Analytics, Machine Learning, Data Science, Deep Learning",https://internshala.com/internship/detail/work-from-home-data-science-internship-at-mindenious-edutech1768371478
Data Analytics,Amrata,Work from home,"₹ 10,000 - 20,000 /month",3 Months,"Python, SQL, Data Analytics, MS-Excel, Data Science, Power BI, Tableau",https://internshala.com/internship/detail/work-from-home-data-analytics-internship-at-amrata1768367011
Python Development,Amrata,Work from home,"₹ 12,500 - 20,000 /month",3 Months,"HTML, CSS, Python, Django, Machine Learning, REST API, Flask",https://internshala.com/internship/detail/work-from-home-python-development-internship-at-amrata1768366904
Data Science,Amrata,Work from home,"₹ 10,000 - 20,000 /month",3 Months,"Python, SQL, Data Analytics, Machine Learning, Data Science, Natural Language Processing (NLP), Deep Learning",https://internshala.com/internship/detail/work-from-home-data-science-internship-at-amrata1768366878
Artificial Intelligence (AI),Amrata,Work from home,"₹ 10,000 - 20,000 /month",3 Months,"Python, Data Structures, Machine Learning, Data Science, Neural Networks, Natural Language Processing (NLP), Deep Learning",https://internshala.com/internship/detail/work-from-home-artificial-intelligence-ai-internship-at-amrata1768366848
Machine Learning,Amrata,Work from home,"₹ 10,000 - 20,000 /month",3 Months,"Python, Data Analytics, Machine Learning, R Programming, Data Science, Natural Language Processing (NLP), Deep Learning",https://internshala.com/internship/detail/work-from-home-machine-learning-internship-at-amrata1768366827
DevOps,PeerXP Technologies,Bangalore,"₹ 10,000 - 15,000 /month",6 Months,"Python, Linux, Git, Shell Scripting, Docker, Microsoft Azure, Jenkins",https://internshala.com/internship/detail/devops-internship-in-bangalore-at-peerxp-technologies1768318653
Python Development,Mindustrious Tech LLP,Jaipur,"₹ 5,000 - 15,000 /month",6 Months,"HTML, CSS, Python, Django, REST API",https://internshala.com/internship/detail/python-development-internship-in-jaipur-at-mindustrious-tech-llp1768318335
Business Analytics,FabAlley,Noida,"₹ 10,000 - 20,000 /month",3 Months,"Python, SQL, Data Analytics, MS-Excel",https://internshala.com/internship/detail/business-analytics-internship-in-noida-at-faballey1768306605
"Data, Cyber And Unix Specialist",Finflock Systems Private Limited,Work from home,"₹ 12,000 - 20,000 /month",6 Months,"Python, SQL, Unix, Problem Solving, Microsoft Azure, Cybersecurity, Google Cloud Platforms (GCP)",https://internshala.com/internship/detail/work-from-home-data-cyber-and-unix-specialist-internship-at-finflock-systems-private-limited1768289690
Zoho Creator Developer,Farmdidi,Pune,"₹ 10,000 /month",3 Months,"Java, Python, REST API, Backend development, Database Management System (DBMS), Zoho Books, Zoho CRM",https://internshala.com/internship/detail/zoho-creator-developer-internship-in-pune-at-farmdidi1768287875
Video Editing/Making,603 The CoWorking Space India,"Mumbai, Bandra","₹ 12,000 - 15,000 /month",3 Months,"JavaScript, Creativity, Python, Time Management, C Programming, 3D Modeling, C++ Programming",https://internshala.com/internship/detail/video-editing-making-internship-in-multiple-locations-at-603-the-coworking-space-india1766138289
Artificial Intelligence (AI),Quantum Value CFO Services,"Delhi, Faridabad, Gurgaon, Noida (Hybrid)","₹ 12,000 - 12,400 /month",3 Months,"Python, Data Structures, Machine Learning, Data Science, Natural Language Processing (NLP), Deep Learning, Artificial intelligence",https://internshala.com/internship/detail/artificial-intelligence-ai-internship-in-multiple-locations-at-lalit-huria1768387170
AI Agent Development,Hairdrama.com,Ahmedabad,"₹ 9,000 - 15,000 /month",3 Months,"Python, React, OpenAI API, Gemini",https://internshala.com/internship/detail/ai-agent-development-internship-in-ahmedabad-at-hairdramacom1768364270
Blockchain Development,Monkhub,Gurgaon,"₹ 10,000 /month",6 Months,"Java, JavaScript, Python, .NET, Git, React, REST API",https://internshala.com/internship/detail/blockchain-development-internship-in-gurgaon-at-monkhub1768381557
Automation Testing,Think Future Technologies Private Limited,,"₹ 8,000 - 10,000 /month",6 Months,"Python, GitHub, Jenkins, Vibe Coding, Cursor (GenAI)",https://internshala.com/internship/detail/work-from-home-automation-testing-internship-at-rishav-pandey1768375913
Internet Of Things (IoT),Bempu Health,Bangalore,"₹ 15,000 - 20,000 /month",3 Months,"Python, ARM Microcontroller, Raspberry Pi, Embedded Systems, Arduino, C Programming, C++ Programming",https://internshala.com/internship/detail/internet-of-things-iot-internship-in-bangalore-at-bempu-health1768370127
Full Stack Development,Gateway Software Solutions,"Hosur, Sivakasi, Virudhunagar, Nagercoil, Tenkasi, Kanyakumari, Krishnagiri, Kovilpatti, Tiruchendur, Kumbakonam, Vellore, Srivilliputhur, Ramanathapuram, Thanjavur, Thiruvarur","₹ 5,000 - 15,000 /month",6 Months,"Java, PHP, MySQL, HTML, CSS, JavaScript, Python",https://internshala.com/internship/detail/full-stack-development-internship-in-multiple-locations-at-gateway-software-solutions1768198615
Software Engineer,Flying Stocks Technologies,Bangalore (Hybrid),"₹ 4,000 - 7,000 /month",6 Months,"Java, Python, Machine Learning",https://internshala.com/internship/detail/software-engineer-internship-in-bangalore-at-flying-stocks-technologies1768281636
Python Development,Gateway Software Solutions,"Chennai, Coimbatore, Erode, Madurai, Tirunelveli, Pollachi, Namakkal, Theni, Chengalpattu, Kanchipuram, Salem, Viluppuram","₹ 5,000 - 15,000 /month",6 Months,"HTML, CSS, Python, Django, REST API, Flask",https://internshala.com/internship/detail/python-development-internship-in-multiple-locations-at-gateway-software-solutions1768190747
Signal Processing,OnaWave Medical,Pilani (Hybrid),"₹ 15,000 - 20,000 /month",6 Months,"Python, Signal Processing",https://internshala.com/internship/detail/signal-processing-internship-in-pilani-at-onawave-medical1768299003
Technical Doubt Support,Bosscoder Academy,Noida,"₹ 15,000 - 18,000 /month",6 Months,"Java, Python, Algorithms, Data Structures, Node.js, Problem Solving, C++ Programming",https://internshala.com/internship/detail/technical-doubt-support-internship-in-noida-at-bosscoder-academy1768284601
Android App Development,Practice Buzz,Chandigarh,"₹ 20,000 - 50,000 /month",6 Months,"Python, Git, Machine Learning, JSON, GitHub, Computer Vision, REST API",https://internshala.com/internship/detail/android-app-development-internship-in-chandigarh-at-practice-buzz1767938712
Full Stack Development,Spring Edge,Work from home,"₹ 8,500 - 17,500 /month",3 Months,"Java, PHP, MySQL, JavaScript, Python, AngularJS, Node.js",https://internshala.com/internship/detail/work-from-home-full-stack-development-internship-at-spring-edge1768386148
Python Development,Imperio Railing Systems,Mumbai,"₹ 10,000 - 18,000 /month",6 Months,"HTML, CSS, Python, Machine Learning, Web development, Web Design, Enterprise Resource Planning(ERP)",https://internshala.com/internship/detail/python-development-internship-in-mumbai-at-imperio-railing-systems1768385807
Machine Learning,Curlscape,Pune,"₹ 5,000 - 10,000 /month",6 Months,"Python, Machine Learning, Data Science, Natural Language Processing (NLP), Deep Learning, Artificial intelligence",https://internshala.com/internship/detail/machine-learning-internship-in-pune-at-curlscape1768375526
Business Development (Sales),Edexcel Institute,Work from home,"₹ 6,000 - 16,500 /month",3 Months,"Python, MS SQL Server, MS-Excel, English Proficiency (Spoken), PySpark, Python Libraries",https://internshala.com/internship/detail/work-from-home-business-development-sales-internship-at-sartaj-singh1768342987
Software Development,Rusaka Technologies Pvt. Ltd.,Mumbai,"₹ 2,000 - 5,000 /month",3 Months,"Python, MongoDB, Node.js, React, React Native",https://internshala.com/internship/detail/software-development-internship-in-mumbai-at-rusaka-technologies-pvt-ltd1768316156
Automation Specialist/Engineer,High Without Weed,Jaipur,"₹ 6,000 - 8,000 /month",5 Months,"PHP, MySQL, HTML, CSS, Python, MongoDB, Automation",https://internshala.com/internship/detail/automation-specialist-engineer-internship-in-jaipur-at-high-without-weed1768315418
Mobile App Development,Venago Innovations,Hyderabad,"₹ 5,000 - 7,000 /month",6 Months,"HTML, CSS, Python, SQL, React, Flutter, iOS",https://internshala.com/internship/detail/mobile-app-development-internship-in-hyderabad-at-venago-innovations1768282016
Full Stack Development,Harshith Sankar,Visakhapatnam,"₹ 5,500 - 11,000 /month",3 Months,"Java, HTML, CSS, JavaScript, Python, Node.js, React",https://internshala.com/internship/detail/full-stack-development-internship-in-visakhapatnam-at-harshith-sankar1768282595
Data Management,Star Sea Management Pvt Ltd,Navi Mumbai,"₹ 5,000 - 10,000 /month",3 Months,"Python, SQL, MS-Excel",https://internshala.com/internship/detail/data-management-internship-in-navi-mumbai-at-star-sea-management-pvt-ltd1768280110
Web Development,Amacle Studio,Jalandhar,"₹ 6,000 - 10,000 /month",6 Months,"HTML, Python, Machine Learning, Node.js, Internet of Things (IoT), React",https://internshala.com/internship/detail/web-development-internship-in-jalandhar-at-amacle-studio1768196999
Robotics Trainer,KlassWAY,Lucknow,"₹ 7,000 - 10,000 /month",6 Months,"Python, Robotics, Machine Learning, Teaching, Embedded Systems, Arduino, C Programming",https://internshala.com/internship/detail/robotics-trainer-internship-in-lucknow-at-klassway1768020039
Pine Script (in TradingView)/Python Developer,Algoji Enterprises Private Limited,"Faridabad, Delhi, Ghaziabad, Gurgaon, Meerut, Hapur, Greater Noida, Noida","₹ 5,000 - 8,000 /month",6 Months,"PHP, MySQL, JavaScript, Python, .NET, C#.NET, SQL",https://internshala.com/internship/detail/pine-script-in-tradingview-python-developer-internship-in-multiple-locations-at-algoji-enterprises-private-limited1767955948
Web Development,DIGITVILLA LLP,Ranchi (Hybrid),"₹ 2,000 - 5,000 /month",2 Months,"PHP, MySQL, HTML, CSS, JavaScript, jQuery, Python",https://internshala.com/internship/detail/web-development-internship-in-ranchi-at-digitvilla-llp1767767731
Business Development (Sales),Medical Slot,Kanpur Dehat,"₹ 17,000 - 22,100 /month",3 Months,"PHP, MySQL, HTML, CSS, JavaScript, Python, MongoDB",https://internshala.com/internship/detail/part-time-business-development-sales-internship-in-kanpur-dehat-at-medical-slot1767596326
Project Engineer,ErgLocale,Guwahati,"₹ 10,000 - 20,000 /month",6 Months,"Python, Electrical Machines, English Proficiency (Spoken), English Proficiency (Written), Engineering Drawing, Data Analysis",https://internshala.com/internship/detail/project-engineer-internship-in-guwahati-at-erglocale1766154445
"Software Development (Web, Data & AI Applications)",Influencer Saga,Work from home,"₹ 6,000 - 12,000 /month",3 Months,"PHP, JavaScript, Python, SQL, Data Analytics, Machine Learning, Microsoft Visual Studio",https://internshala.com/internship/detail/work-from-home-part-time-software-development-web-data-ai-applications-internship-at-influencer-saga1768375642
Full Stack Development,Vivek Sahu,Work from home,"₹ 1,001 - 1,501 /month",2 Months,"JavaScript, Python, Artificial intelligence",https://internshala.com/internship/detail/work-from-home-part-time-full-stack-development-internship-at-vivek-sahu1768374941
Data Science,Mindenious Edutech,Work from home,"₹ 3,000 - 17,000 /month",1 Month,"Python, SQL, Data Analytics, Machine Learning, Data Science, Deep Learning",https://internshala.com/internship/detail/work-from-home-data-science-internship-at-mindenious-edutech1768371478
Data Analytics,Amrata,Work from home,"₹ 10,000 - 20,000 /month",3 Months,"Python, SQL, Data Analytics, MS-Excel, Data Science, Power BI, Tableau",https://internshala.com/internship/detail/work-from-home-data-analytics-internship-at-amrata1768367011
Python Development,Amrata,Work from home,"₹ 12,500 - 20,000 /month",3 Months,"HTML, CSS, Python, Django, Machine Learning, REST API, Flask",https://internshala.com/internship/detail/work-from-home-python-development-internship-at-amrata1768366904
Data Science,Amrata,Work from home,"₹ 10,000 - 20,000 /month",3 Months,"Python, SQL, Data Analytics, Machine Learning, Data Science, Natural Language Processing (NLP), Deep Learning",https://internshala.com/internship/detail/work-from-home-data-science-internship-at-amrata1768366878
Artificial Intelligence (AI),Amrata,Work from home,"₹ 10,000 - 20,000 /month",3 Months,"Python, Data Structures, Machine Learning, Data Science, Neural Networks, Natural Language Processing (NLP), Deep Learning",https://internshala.com/internship/detail/work-from-home-artificial-intelligence-ai-internship-at-amrata1768366848
Machine Learning,Amrata,Work from home,"₹ 10,000 - 20,000 /month",3 Months,"Python, Data Analytics, Machine Learning, R Programming, Data Science, Natural Language Processing (NLP), Deep Learning",https://internshala.com/internship/detail/work-from-home-machine-learning-internship-at-amrata1768366827
DevOps,PeerXP Technologies,Bangalore,"₹ 10,000 - 15,000 /month",6 Months,"Python, Linux, Git, Shell Scripting, Docker, Microsoft Azure, Jenkins",https://internshala.com/internship/detail/devops-internship-in-bangalore-at-peerxp-technologies1768318653
Python Development,Mindustrious Tech LLP,Jaipur,"₹ 5,000 - 15,000 /month",6 Months,"HTML, CSS, Python, Django, REST API",https://internshala.com/internship/detail/python-development-internship-in-jaipur-at-mindustrious-tech-llp1768318335
Business Analytics,FabAlley,Noida,"₹ 10,000 - 20,000 /month",3 Months,"Python, SQL, Data Analytics, MS-Excel",https://internshala.com/internship/detail/business-analytics-internship-in-noida-at-faballey1768306605
"Data, Cyber And Unix Specialist",Finflock Systems Private Limited,Work from home,"₹ 12,000 - 20,000 /month",6 Months,"Python, SQL, Unix, Problem Solving, Microsoft Azure, Cybersecurity, Google Cloud Platforms (GCP)",https://internshala.com/internship/detail/work-from-home-data-cyber-and-unix-specialist-internship-at-finflock-systems-private-limited1768289690
Zoho Creator Developer,Farmdidi,Pune,"₹ 10,000 /month",3 Months,"Java, Python, REST API, Backend development, Database Management System (DBMS), Zoho Books, Zoho CRM",https://internshala.com/internship/detail/zoho-creator-developer-internship-in-pune-at-farmdidi1768287875
